datetime,soil_moisture(m^3/m^3),precipitation(mm),hour,day,month,year,quarter,target
2026-01-05 18:00:00,0.32275003,0.0,18,0,1,2026,1,[0.32274997 0.32225    0.32200003 0.32125002 0.321      0.32050002]
2026-01-05 19:00:00,0.32274997,0.0,19,0,1,2026,1,[0.32225    0.32200003 0.32125002 0.321      0.32050002 0.32050002]
2026-01-05 20:00:00,0.32225,0.0,20,0,1,2026,1,[0.32200003 0.32125002 0.321      0.32050002 0.32050002 0.32050002]
2026-01-05 21:00:00,0.32200003,0.0,21,0,1,2026,1,[0.32125002 0.321      0.32050002 0.32050002 0.32050002 0.32      ]
2026-01-05 22:00:00,0.32125002,0.0,22,0,1,2026,1,[0.321      0.32050002 0.32050002 0.32050002 0.32       0.31975   ]
2026-01-05 23:00:00,0.321,0.0,23,0,1,2026,1,[0.32050002 0.32050002 0.32050002 0.32       0.31975    0.3195    ]
2026-01-06 00:00:00,0.32050002,0.0,0,1,1,2026,1,[0.32050002 0.32050002 0.32       0.31975    0.3195     0.31925   ]
2026-01-06 01:00:00,0.32050002,0.0,1,1,1,2026,1,[0.32050002 0.32       0.31975    0.3195     0.31925    0.31875002]
2026-01-06 02:00:00,0.32050002,0.0,2,1,1,2026,1,[0.32       0.31975    0.3195     0.31925    0.31875002 0.319     ]
2026-01-06 03:00:00,0.32,0.0,3,1,1,2026,1,[0.31975    0.3195     0.31925    0.31875002 0.319      0.31925   ]
2026-01-06 04:00:00,0.31975,0.0,4,1,1,2026,1,[0.3195     0.31925    0.31875002 0.319      0.31925    0.32050002]
2026-01-06 05:00:00,0.3195,0.0,5,1,1,2026,1,[0.31925    0.31875002 0.319      0.31925    0.32050002 0.32275003]
2026-01-06 06:00:00,0.31925,0.0,6,1,1,2026,1,[0.31875002 0.319      0.31925    0.32050002 0.32275003 0.32475   ]
2026-01-06 07:00:00,0.31875002,0.0,7,1,1,2026,1,[0.319      0.31925    0.32050002 0.32275003 0.32475    0.32674998]
2026-01-06 08:00:00,0.319,0.1,8,1,1,2026,1,[0.31925    0.32050002 0.32275003 0.32475    0.32674998 0.32875   ]
2026-01-06 09:00:00,0.31925,0.0,9,1,1,2026,1,[0.32050002 0.32275003 0.32475    0.32674998 0.32875    0.3305    ]
2026-01-06 10:00:00,0.32050002,0.0,10,1,1,2026,1,[0.32275003 0.32475    0.32674998 0.32875    0.3305     0.33325   ]
2026-01-06 11:00:00,0.32275003,0.2,11,1,1,2026,1,[0.32475    0.32674998 0.32875    0.3305     0.33325    0.33475   ]
2026-01-06 12:00:00,0.32475,0.70000005,12,1,1,2026,1,[0.32674998 0.32875    0.3305     0.33325    0.33475    0.33599997]
2026-01-06 13:00:00,0.32674998,0.5,13,1,1,2026,1,[0.32875    0.3305     0.33325    0.33475    0.33599997 0.3325    ]
2026-01-06 14:00:00,0.32875,0.0,14,1,1,2026,1,[0.3305     0.33325    0.33475    0.33599997 0.3325     0.33125   ]
2026-01-06 15:00:00,0.3305,0.0,15,1,1,2026,1,[0.33325    0.33475    0.33599997 0.3325     0.33125    0.32999998]
2026-01-06 16:00:00,0.33325,0.2,16,1,1,2026,1,[0.33475    0.33599997 0.3325     0.33125    0.32999998 0.32875   ]
2026-01-06 17:00:00,0.33475,0.1,17,1,1,2026,1,[0.33599997 0.3325     0.33125    0.32999998 0.32875    0.32825   ]
2026-01-06 18:00:00,0.33599997,0.1,18,1,1,2026,1,[0.3325     0.33125    0.32999998 0.32875    0.32825    0.3275    ]
2026-01-06 19:00:00,0.3325,0.0,19,1,1,2026,1,[0.33125    0.32999998 0.32875    0.32825    0.3275     0.32475   ]
2026-01-06 20:00:00,0.33125,0.0,20,1,1,2026,1,[0.32999998 0.32875    0.32825    0.3275     0.32475    0.324     ]
2026-01-06 21:00:00,0.32999998,0.0,21,1,1,2026,1,[0.32875    0.32825    0.3275     0.32475    0.324      0.32349998]
2026-01-06 22:00:00,0.32875,0.0,22,1,1,2026,1,[0.32825    0.3275     0.32475    0.324      0.32349998 0.32275003]
2026-01-06 23:00:00,0.32825,0.0,23,1,1,2026,1,[0.3275     0.32475    0.324      0.32349998 0.32275003 0.3225    ]
2026-01-07 00:00:00,0.3275,0.0,0,2,1,2026,1,[0.32475    0.324      0.32349998 0.32275003 0.3225     0.32175   ]
2026-01-07 01:00:00,0.32475,0.0,1,2,1,2026,1,[0.324      0.32349998 0.32275003 0.3225     0.32175    0.32025   ]
2026-01-07 02:00:00,0.324,0.0,2,2,1,2026,1,[0.32349998 0.32275003 0.3225     0.32175    0.32025    0.31975   ]
2026-01-07 03:00:00,0.32349998,0.0,3,2,1,2026,1,[0.32275003 0.3225     0.32175    0.32025    0.31975    0.3195    ]
2026-01-07 04:00:00,0.32275003,0.0,4,2,1,2026,1,[0.3225  0.32175 0.32025 0.31975 0.3195  0.319  ]
2026-01-07 05:00:00,0.3225,0.0,5,2,1,2026,1,[0.32175 0.32025 0.31975 0.3195  0.319   0.31875]
2026-01-07 06:00:00,0.32175,0.0,6,2,1,2026,1,[0.32025 0.31975 0.3195  0.319   0.31875 0.31825]
2026-01-07 07:00:00,0.32025,0.0,7,2,1,2026,1,[0.31975 0.3195  0.319   0.31875 0.31825 0.317  ]
2026-01-07 08:00:00,0.31975,0.0,8,2,1,2026,1,[0.3195  0.319   0.31875 0.31825 0.317   0.3165 ]
2026-01-07 09:00:00,0.3195,0.0,9,2,1,2026,1,[0.319      0.31875    0.31825    0.317      0.3165     0.31625003]
2026-01-07 10:00:00,0.319,0.0,10,2,1,2026,1,[0.31875    0.31825    0.317      0.3165     0.31625003 0.31599998]
2026-01-07 11:00:00,0.31875,0.0,11,2,1,2026,1,[0.31825    0.317      0.3165     0.31625003 0.31599998 0.31550002]
2026-01-07 12:00:00,0.31825,0.0,12,2,1,2026,1,[0.317      0.3165     0.31625003 0.31599998 0.31550002 0.31524998]
2026-01-07 13:00:00,0.317,0.0,13,2,1,2026,1,[0.3165     0.31625003 0.31599998 0.31550002 0.31524998 0.31024998]
2026-01-07 14:00:00,0.3165,0.0,14,2,1,2026,1,[0.31625003 0.31599998 0.31550002 0.31524998 0.31024998 0.31024998]
2026-01-07 15:00:00,0.31625003,0.0,15,2,1,2026,1,[0.31599998 0.31550002 0.31524998 0.31024998 0.31024998 0.31      ]
2026-01-07 16:00:00,0.31599998,0.0,16,2,1,2026,1,[0.31550002 0.31524998 0.31024998 0.31024998 0.31       0.31      ]
2026-01-07 17:00:00,0.31550002,0.0,17,2,1,2026,1,[0.31524998 0.31024998 0.31024998 0.31       0.31       0.30975002]
2026-01-07 18:00:00,0.31524998,0.0,18,2,1,2026,1,[0.31024998 0.31024998 0.31       0.31       0.30975002 0.30975002]
2026-01-07 19:00:00,0.31024998,0.0,19,2,1,2026,1,[0.31024998 0.31       0.31       0.30975002 0.30975002 0.30949998]
2026-01-07 20:00:00,0.31024998,0.0,20,2,1,2026,1,[0.31       0.31       0.30975002 0.30975002 0.30949998 0.30975002]
2026-01-07 21:00:00,0.31,0.0,21,2,1,2026,1,[0.31       0.30975002 0.30975002 0.30949998 0.30975002 0.30975002]
2026-01-07 22:00:00,0.31,0.0,22,2,1,2026,1,[0.30975002 0.30975002 0.30949998 0.30975002 0.30975002 0.30975002]
2026-01-07 23:00:00,0.30975002,0.0,23,2,1,2026,1,[0.30975002 0.30949998 0.30975002 0.30975002 0.30975002 0.30949998]
2026-01-08 00:00:00,0.30975002,0.0,0,3,1,2026,1,[0.30949998 0.30975002 0.30975002 0.30975002 0.30949998 0.30925   ]
2026-01-08 01:00:00,0.30949998,0.0,1,3,1,2026,1,[0.30975002 0.30975002 0.30975002 0.30949998 0.30925    0.309     ]
2026-01-08 02:00:00,0.30975002,0.0,2,3,1,2026,1,[0.30975002 0.30975002 0.30949998 0.30925    0.309      0.309     ]
2026-01-08 03:00:00,0.30975002,0.0,3,3,1,2026,1,[0.30975002 0.30949998 0.30925    0.309      0.309      0.309     ]
2026-01-08 04:00:00,0.30975002,0.0,4,3,1,2026,1,[0.30949998 0.30925    0.309      0.309      0.309      0.309     ]
2026-01-08 05:00:00,0.30949998,0.0,5,3,1,2026,1,[0.30925 0.309   0.309   0.309   0.309   0.30975]
2026-01-08 06:00:00,0.30925,0.0,6,3,1,2026,1,[0.309      0.309      0.309      0.309      0.30975    0.30949998]
2026-01-08 07:00:00,0.309,0.0,7,3,1,2026,1,[0.309      0.309      0.309      0.30975    0.30949998 0.30725   ]
2026-01-08 08:00:00,0.309,0.0,8,3,1,2026,1,[0.309      0.309      0.30975    0.30949998 0.30725    0.30650002]
2026-01-08 09:00:00,0.309,0.0,9,3,1,2026,1,[0.309      0.30975    0.30949998 0.30725    0.30650002 0.3055    ]
2026-01-08 10:00:00,0.309,0.0,10,3,1,2026,1,[0.30975    0.30949998 0.30725    0.30650002 0.3055     0.3055    ]
2026-01-08 11:00:00,0.30975,0.0,11,3,1,2026,1,[0.30949998 0.30725    0.30650002 0.3055     0.3055     0.305     ]
2026-01-08 12:00:00,0.30949998,0.0,12,3,1,2026,1,[0.30725    0.30650002 0.3055     0.3055     0.305      0.30475   ]
2026-01-08 13:00:00,0.30725,0.0,13,3,1,2026,1,[0.30650002 0.3055     0.3055     0.305      0.30475    0.29525   ]
2026-01-08 14:00:00,0.30650002,0.0,14,3,1,2026,1,[0.3055     0.3055     0.305      0.30475    0.29525    0.29950002]
2026-01-08 15:00:00,0.3055,0.0,15,3,1,2026,1,[0.3055     0.305      0.30475    0.29525    0.29950002 0.30525   ]
2026-01-08 16:00:00,0.3055,0.0,16,3,1,2026,1,[0.305      0.30475    0.29525    0.29950002 0.30525    0.30425   ]
2026-01-08 17:00:00,0.305,0.0,17,3,1,2026,1,[0.30475    0.29525    0.29950002 0.30525    0.30425    0.30375   ]
2026-01-08 18:00:00,0.30475,0.0,18,3,1,2026,1,[0.29525    0.29950002 0.30525    0.30425    0.30375    0.32625   ]
2026-01-08 19:00:00,0.29525,0.0,19,3,1,2026,1,[0.29950002 0.30525    0.30425    0.30375    0.32625    0.32825   ]
2026-01-08 20:00:00,0.29950002,0.1,20,3,1,2026,1,[0.30525    0.30425    0.30375    0.32625    0.32825    0.34700003]
2026-01-08 21:00:00,0.30525,0.0,21,3,1,2026,1,[0.30425    0.30375    0.32625    0.32825    0.34700003 0.348     ]
2026-01-08 22:00:00,0.30425,0.0,22,3,1,2026,1,[0.30375    0.32625    0.32825    0.34700003 0.348      0.34325   ]
2026-01-08 23:00:00,0.30375,0.0,23,3,1,2026,1,[0.32625    0.32825    0.34700003 0.348      0.34325    0.345     ]
2026-01-09 00:00:00,0.32625,0.0,0,4,1,2026,1,[0.32825    0.34700003 0.348      0.34325    0.345      0.35525   ]
2026-01-09 01:00:00,0.32825,0.0,1,4,1,2026,1,[0.34700003 0.348      0.34325    0.345      0.35525    0.34475   ]
2026-01-09 02:00:00,0.34700003,0.0,2,4,1,2026,1,[0.348      0.34325    0.345      0.35525    0.34475    0.34074998]
2026-01-09 03:00:00,0.348,0.0,3,4,1,2026,1,[0.34325    0.345      0.35525    0.34475    0.34074998 0.343     ]
2026-01-09 04:00:00,0.34325,1.3,4,4,1,2026,1,[0.345      0.35525    0.34475    0.34074998 0.343      0.34149998]
2026-01-09 05:00:00,0.345,0.6,5,4,1,2026,1,[0.35525    0.34475    0.34074998 0.343      0.34149998 0.33625   ]
2026-01-09 06:00:00,0.35525,0.0,6,4,1,2026,1,[0.34475    0.34074998 0.343      0.34149998 0.33625    0.33325002]
2026-01-09 07:00:00,0.34475,0.0,7,4,1,2026,1,[0.34074998 0.343      0.34149998 0.33625    0.33325002 0.32999998]
2026-01-09 08:00:00,0.34074998,0.0,8,4,1,2026,1,[0.343      0.34149998 0.33625    0.33325002 0.32999998 0.3285    ]
2026-01-09 09:00:00,0.343,0.0,9,4,1,2026,1,[0.34149998 0.33625    0.33325002 0.32999998 0.3285     0.32675   ]
2026-01-09 10:00:00,0.34149998,0.0,10,4,1,2026,1,[0.33625    0.33325002 0.32999998 0.3285     0.32675    0.325     ]
2026-01-09 11:00:00,0.33625,0.0,11,4,1,2026,1,[0.33325002 0.32999998 0.3285     0.32675    0.325      0.324     ]
2026-01-09 12:00:00,0.33325002,0.0,12,4,1,2026,1,[0.32999998 0.3285     0.32675    0.325      0.324      0.323     ]
2026-01-09 13:00:00,0.32999998,0.0,13,4,1,2026,1,[0.3285     0.32675    0.325      0.324      0.323      0.32125002]
2026-01-09 14:00:00,0.3285,0.0,14,4,1,2026,1,[0.32675    0.325      0.324      0.323      0.32125002 0.32025   ]
2026-01-09 15:00:00,0.32675,0.0,15,4,1,2026,1,[0.325      0.324      0.323      0.32125002 0.32025    0.31975   ]
2026-01-09 16:00:00,0.325,0.0,16,4,1,2026,1,[0.324      0.323      0.32125002 0.32025    0.31975    0.319     ]
2026-01-09 17:00:00,0.324,0.0,17,4,1,2026,1,[0.323      0.32125002 0.32025    0.31975    0.319      0.31825   ]
2026-01-09 18:00:00,0.323,0.0,18,4,1,2026,1,[0.32125002 0.32025    0.31975    0.319      0.31825    0.3175    ]
2026-01-09 19:00:00,0.32125002,0.0,19,4,1,2026,1,[0.32025 0.31975 0.319   0.31825 0.3175  0.3165 ]
2026-01-09 20:00:00,0.32025,0.0,20,4,1,2026,1,[0.31975 0.319   0.31825 0.3175  0.3165  0.316  ]
2026-01-09 21:00:00,0.31975,0.0,21,4,1,2026,1,[0.319   0.31825 0.3175  0.3165  0.316   0.3155 ]
2026-01-09 22:00:00,0.319,0.0,22,4,1,2026,1,[0.31825    0.3175     0.3165     0.316      0.3155     0.31449997]
2026-01-09 23:00:00,0.31825,0.0,23,4,1,2026,1,[0.3175     0.3165     0.316      0.3155     0.31449997 0.31425   ]
2026-01-10 00:00:00,0.3175,0.0,0,5,1,2026,1,[0.3165     0.316      0.3155     0.31449997 0.31425    0.31375   ]
2026-01-10 01:00:00,0.3165,0.0,1,5,1,2026,1,[0.316      0.3155     0.31449997 0.31425    0.31375    0.3125    ]
2026-01-10 02:00:00,0.316,0.0,2,5,1,2026,1,[0.3155     0.31449997 0.31425    0.31375    0.3125     0.31225002]
2026-01-10 03:00:00,0.3155,0.0,3,5,1,2026,1,[0.31449997 0.31425    0.31375    0.3125     0.31225002 0.3115    ]
2026-01-10 04:00:00,0.31449997,0.0,4,5,1,2026,1,[0.31425    0.31375    0.3125     0.31225002 0.3115     0.311     ]
2026-01-10 05:00:00,0.31425,0.0,5,5,1,2026,1,[0.31375    0.3125     0.31225002 0.3115     0.311      0.31024998]
2026-01-10 06:00:00,0.31375,0.0,6,5,1,2026,1,[0.3125     0.31225002 0.3115     0.311      0.31024998 0.30949998]
2026-01-10 07:00:00,0.3125,0.0,7,5,1,2026,1,[0.31225002 0.3115     0.311      0.31024998 0.30949998 0.30900002]
2026-01-10 08:00:00,0.31225002,0.0,8,5,1,2026,1,[0.3115     0.311      0.31024998 0.30949998 0.30900002 0.3085    ]
2026-01-10 09:00:00,0.3115,0.0,9,5,1,2026,1,[0.311      0.31024998 0.30949998 0.30900002 0.3085     0.31699997]
2026-01-10 10:00:00,0.311,0.0,10,5,1,2026,1,[0.31024998 0.30949998 0.30900002 0.3085     0.31699997 0.3225    ]
2026-01-10 11:00:00,0.31024998,0.0,11,5,1,2026,1,[0.30949998 0.30900002 0.3085     0.31699997 0.3225     0.32225   ]
2026-01-10 12:00:00,0.30949998,0.0,12,5,1,2026,1,[0.30900002 0.3085     0.31699997 0.3225     0.32225    0.32250002]
2026-01-10 13:00:00,0.30900002,0.0,13,5,1,2026,1,[0.3085     0.31699997 0.3225     0.32225    0.32250002 0.32849997]
2026-01-10 14:00:00,0.3085,0.2,14,5,1,2026,1,[0.31699997 0.3225     0.32225    0.32250002 0.32849997 0.3255    ]
2026-01-10 15:00:00,0.31699997,0.8,15,5,1,2026,1,[0.3225     0.32225    0.32250002 0.32849997 0.3255     0.32325   ]
2026-01-10 16:00:00,0.3225,1.1,16,5,1,2026,1,[0.32225    0.32250002 0.32849997 0.3255     0.32325    0.3215    ]
2026-01-10 17:00:00,0.32225,1.0,17,5,1,2026,1,[0.32250002 0.32849997 0.3255     0.32325    0.3215     0.32025   ]
2026-01-10 18:00:00,0.32250002,0.1,18,5,1,2026,1,[0.32849997 0.3255     0.32325    0.3215     0.32025    0.3195    ]
2026-01-10 19:00:00,0.32849997,0.0,19,5,1,2026,1,[0.3255     0.32325    0.3215     0.32025    0.3195     0.32050002]
2026-01-10 20:00:00,0.3255,0.0,20,5,1,2026,1,[0.32325    0.3215     0.32025    0.3195     0.32050002 0.32050002]
2026-01-10 21:00:00,0.32325,0.0,21,5,1,2026,1,[0.3215     0.32025    0.3195     0.32050002 0.32050002 0.31975   ]
2026-01-10 22:00:00,0.3215,0.0,22,5,1,2026,1,[0.32025    0.3195     0.32050002 0.32050002 0.31975    0.31950003]
2026-01-10 23:00:00,0.32025,0.0,23,5,1,2026,1,[0.3195     0.32050002 0.32050002 0.31975    0.31950003 0.31925002]
2026-01-11 00:00:00,0.3195,0.0,0,6,1,2026,1,[0.32050002 0.32050002 0.31975    0.31950003 0.31925002 0.319     ]
2026-01-11 01:00:00,0.32050002,0.0,1,6,1,2026,1,[0.32050002 0.31975    0.31950003 0.31925002 0.319      0.31875   ]
2026-01-11 02:00:00,0.32050002,0.0,2,6,1,2026,1,[0.31975    0.31950003 0.31925002 0.319      0.31875    0.31825   ]
2026-01-11 03:00:00,0.31975,0.0,3,6,1,2026,1,[0.31950003 0.31925002 0.319      0.31875    0.31825    0.31775   ]
2026-01-11 04:00:00,0.31950003,0.1,4,6,1,2026,1,[0.31925002 0.319      0.31875    0.31825    0.31775    0.31724998]
2026-01-11 05:00:00,0.31925002,0.0,5,6,1,2026,1,[0.319      0.31875    0.31825    0.31775    0.31724998 0.317     ]
2026-01-11 06:00:00,0.319,0.0,6,6,1,2026,1,[0.31875    0.31825    0.31775    0.31724998 0.317      0.3165    ]
2026-01-11 07:00:00,0.31875,0.0,7,6,1,2026,1,[0.31825    0.31775    0.31724998 0.317      0.3165     0.31599998]
2026-01-11 08:00:00,0.31825,0.0,8,6,1,2026,1,[0.31775    0.31724998 0.317      0.3165     0.31599998 0.3155    ]
2026-01-11 09:00:00,0.31775,0.0,9,6,1,2026,1,[0.31724998 0.317      0.3165     0.31599998 0.3155     0.315     ]
2026-01-11 10:00:00,0.31724998,0.0,10,6,1,2026,1,[0.317      0.3165     0.31599998 0.3155     0.315      0.3145    ]
2026-01-11 11:00:00,0.317,0.0,11,6,1,2026,1,[0.3165     0.31599998 0.3155     0.315      0.3145     0.31425   ]
2026-01-11 12:00:00,0.3165,0.0,12,6,1,2026,1,[0.31599998 0.3155     0.315      0.3145     0.31425    0.3135    ]
2026-01-11 13:00:00,0.31599998,0.0,13,6,1,2026,1,[0.3155  0.315   0.3145  0.31425 0.3135  0.3085 ]
2026-01-11 14:00:00,0.3155,0.0,14,6,1,2026,1,[0.315   0.3145  0.31425 0.3135  0.3085  0.308  ]
2026-01-11 15:00:00,0.315,0.0,15,6,1,2026,1,[0.3145  0.31425 0.3135  0.3085  0.308   0.30775]
2026-01-11 16:00:00,0.3145,0.0,16,6,1,2026,1,[0.31425 0.3135  0.3085  0.308   0.30775 0.3075 ]
2026-01-11 17:00:00,0.31425,0.0,17,6,1,2026,1,[0.3135     0.3085     0.308      0.30775    0.3075     0.30699998]
2026-01-11 18:00:00,0.3135,0.0,18,6,1,2026,1,[0.3085     0.308      0.30775    0.3075     0.30699998 0.30675   ]
2026-01-11 19:00:00,0.3085,0.0,19,6,1,2026,1,[0.308      0.30775    0.3075     0.30699998 0.30675    0.30675   ]
2026-01-11 20:00:00,0.308,0.0,20,6,1,2026,1,[0.30775    0.3075     0.30699998 0.30675    0.30675    0.30624998]
2026-01-11 21:00:00,0.30775,0.0,21,6,1,2026,1,[0.3075     0.30699998 0.30675    0.30675    0.30624998 0.30575   ]
2026-01-11 22:00:00,0.3075,0.0,22,6,1,2026,1,[0.30699998 0.30675    0.30675    0.30624998 0.30575    0.30575   ]
2026-01-11 23:00:00,0.30699998,0.0,23,6,1,2026,1,[0.30675    0.30675    0.30624998 0.30575    0.30575    0.30525   ]
2026-01-12 00:00:00,0.30675,0.0,0,0,1,2026,1,[0.30675    0.30624998 0.30575    0.30575    0.30525    0.305     ]
2026-01-12 01:00:00,0.30675,0.0,1,0,1,2026,1,[0.30624998 0.30575    0.30575    0.30525    0.305      0.30449998]
2026-01-12 02:00:00,0.30624998,0.0,2,0,1,2026,1,[0.30575    0.30575    0.30525    0.305      0.30449998 0.30400002]
2026-01-12 03:00:00,0.30575,0.0,3,0,1,2026,1,[0.30575    0.30525    0.305      0.30449998 0.30400002 0.30400002]
2026-01-12 04:00:00,0.30575,0.0,4,0,1,2026,1,[0.30525    0.305      0.30449998 0.30400002 0.30400002 0.3035    ]
2026-01-12 05:00:00,0.30525,0.0,5,0,1,2026,1,[0.305      0.30449998 0.30400002 0.30400002 0.3035     0.30325   ]
2026-01-12 06:00:00,0.305,0.0,6,0,1,2026,1,[0.30449998 0.30400002 0.30400002 0.3035     0.30325    0.30225   ]
2026-01-12 07:00:00,0.30449998,0.0,7,0,1,2026,1,[0.30400002 0.30400002 0.3035     0.30325    0.30225    0.302     ]
2026-01-12 08:00:00,0.30400002,0.0,8,0,1,2026,1,[0.30400002 0.3035     0.30325    0.30225    0.302      0.3015    ]
2026-01-12 09:00:00,0.30400002,0.0,9,0,1,2026,1,[0.3035     0.30325    0.30225    0.302      0.3015     0.30075002]
2026-01-12 10:00:00,0.3035,0.0,10,0,1,2026,1,[0.30325    0.30225    0.302      0.3015     0.30075002 0.3005    ]
2026-01-12 11:00:00,0.30325,0.0,11,0,1,2026,1,[0.30225    0.302      0.3015     0.30075002 0.3005     0.3005    ]
2026-01-12 12:00:00,0.30225,0.0,12,0,1,2026,1,[0.302      0.3015     0.30075002 0.3005     0.3005     0.30049998]
2026-01-12 13:00:00,0.302,0.0,13,0,1,2026,1,[0.3015     0.30075002 0.3005     0.3005     0.30049998 0.3005    ]
2026-01-12 14:00:00,0.3015,0.0,14,0,1,2026,1,[0.30075002 0.3005     0.3005     0.30049998 0.3005     0.30025   ]
2026-01-12 15:00:00,0.30075002,0.0,15,0,1,2026,1,[0.3005     0.3005     0.30049998 0.3005     0.30025    0.2995    ]
2026-01-12 16:00:00,0.3005,0.0,16,0,1,2026,1,[0.3005     0.30049998 0.3005     0.30025    0.2995     0.2995    ]
2026-01-12 17:00:00,0.3005,0.0,17,0,1,2026,1,[0.30049998 0.3005     0.30025    0.2995     0.2995     0.2995    ]
2026-01-12 18:00:00,0.30049998,0.0,18,0,1,2026,1,[0.3005  0.30025 0.2995  0.2995  0.2995  0.2995 ]
2026-01-12 19:00:00,0.3005,0.0,19,0,1,2026,1,[0.30025 0.2995  0.2995  0.2995  0.2995  0.29925]
2026-01-12 20:00:00,0.30025,0.0,20,0,1,2026,1,[0.2995  0.2995  0.2995  0.2995  0.29925 0.299  ]
2026-01-12 21:00:00,0.2995,0.0,21,0,1,2026,1,[0.2995  0.2995  0.2995  0.29925 0.299   0.299  ]
2026-01-12 22:00:00,0.2995,0.0,22,0,1,2026,1,[0.2995  0.2995  0.29925 0.299   0.299   0.299  ]
2026-01-12 23:00:00,0.2995,0.0,23,0,1,2026,1,[0.2995  0.29925 0.299   0.299   0.299   0.299  ]
2026-01-13 00:00:00,0.2995,0.0,0,1,1,2026,1,[0.29925 0.299   0.299   0.299   0.299   0.299  ]
2026-01-13 01:00:00,0.29925,0.0,1,1,1,2026,1,[0.299      0.299      0.299      0.299      0.299      0.29874998]
2026-01-13 02:00:00,0.299,0.0,2,1,1,2026,1,[0.299      0.299      0.299      0.299      0.29874998 0.29874998]
2026-01-13 03:00:00,0.299,0.0,3,1,1,2026,1,[0.299      0.299      0.299      0.29874998 0.29874998 0.29825002]
2026-01-13 04:00:00,0.299,0.0,4,1,1,2026,1,[0.299      0.299      0.29874998 0.29874998 0.29825002 0.29799998]
2026-01-13 05:00:00,0.299,0.0,5,1,1,2026,1,[0.299      0.29874998 0.29874998 0.29825002 0.29799998 0.29799998]
2026-01-13 06:00:00,0.299,0.0,6,1,1,2026,1,[0.29874998 0.29874998 0.29825002 0.29799998 0.29799998 0.29749998]
2026-01-13 07:00:00,0.29874998,0.0,7,1,1,2026,1,[0.29874998 0.29825002 0.29799998 0.29799998 0.29749998 0.2985    ]
2026-01-13 08:00:00,0.29874998,0.0,8,1,1,2026,1,[0.29825002 0.29799998 0.29799998 0.29749998 0.2985     0.30150002]
2026-01-13 09:00:00,0.29825002,0.0,9,1,1,2026,1,[0.29799998 0.29799998 0.29749998 0.2985     0.30150002 0.30075002]
2026-01-13 10:00:00,0.29799998,0.0,10,1,1,2026,1,[0.29799998 0.29749998 0.2985     0.30150002 0.30075002 0.30025   ]
2026-01-13 11:00:00,0.29799998,0.0,11,1,1,2026,1,[0.29749998 0.2985     0.30150002 0.30075002 0.30025    0.29975   ]
2026-01-13 12:00:00,0.29749998,0.0,12,1,1,2026,1,[0.2985     0.30150002 0.30075002 0.30025    0.29975    0.299     ]
2026-01-13 13:00:00,0.2985,0.0,13,1,1,2026,1,[0.30150002 0.30075002 0.30025    0.29975    0.299      0.2975    ]
2026-01-13 14:00:00,0.30150002,0.1,14,1,1,2026,1,[0.30075002 0.30025    0.29975    0.299      0.2975     0.29724997]
2026-01-13 15:00:00,0.30075002,0.0,15,1,1,2026,1,[0.30025    0.29975    0.299      0.2975     0.29724997 0.29675   ]
2026-01-13 16:00:00,0.30025,0.0,16,1,1,2026,1,[0.29975    0.299      0.2975     0.29724997 0.29675    0.296     ]
2026-01-13 17:00:00,0.29975,0.0,17,1,1,2026,1,[0.299      0.2975     0.29724997 0.29675    0.296      0.296     ]
2026-01-13 18:00:00,0.299,0.0,18,1,1,2026,1,[0.2975     0.29724997 0.29675    0.296      0.296      0.29525   ]
2026-01-13 19:00:00,0.2975,0.0,19,1,1,2026,1,[0.29724997 0.29675    0.296      0.296      0.29525    0.29500002]
2026-01-13 20:00:00,0.29724997,0.0,20,1,1,2026,1,[0.29675    0.296      0.296      0.29525    0.29500002 0.29475   ]
2026-01-13 21:00:00,0.29675,0.0,21,1,1,2026,1,[0.296      0.296      0.29525    0.29500002 0.29475    0.2945    ]
2026-01-13 22:00:00,0.296,0.0,22,1,1,2026,1,[0.296      0.29525    0.29500002 0.29475    0.2945     0.29425   ]
2026-01-13 23:00:00,0.296,0.0,23,1,1,2026,1,[0.29525    0.29500002 0.29475    0.2945     0.29425    0.2935    ]
2026-01-14 00:00:00,0.29525,0.0,0,2,1,2026,1,[0.29500002 0.29475    0.2945     0.29425    0.2935     0.2935    ]
2026-01-14 01:00:00,0.29500002,0.0,1,2,1,2026,1,[0.29475    0.2945     0.29425    0.2935     0.2935     0.29299998]
2026-01-14 02:00:00,0.29475,0.0,2,2,1,2026,1,[0.2945     0.29425    0.2935     0.2935     0.29299998 0.29325   ]
2026-01-14 03:00:00,0.2945,0.0,3,2,1,2026,1,[0.29425    0.2935     0.2935     0.29299998 0.29325    0.29275   ]
2026-01-14 04:00:00,0.29425,0.0,4,2,1,2026,1,[0.2935     0.2935     0.29299998 0.29325    0.29275    0.2995    ]
2026-01-14 05:00:00,0.2935,0.0,5,2,1,2026,1,[0.2935     0.29299998 0.29325    0.29275    0.2995     0.30449998]
2026-01-14 06:00:00,0.2935,0.0,6,2,1,2026,1,[0.29299998 0.29325    0.29275    0.2995     0.30449998 0.30225   ]
2026-01-14 07:00:00,0.29299998,0.0,7,2,1,2026,1,[0.29325    0.29275    0.2995     0.30449998 0.30225    0.301     ]
2026-01-14 08:00:00,0.29325,0.0,8,2,1,2026,1,[0.29275    0.2995     0.30449998 0.30225    0.301      0.29975   ]
